user_id;name;age;gender;job_category;job_title;preferred_coffee_type;visit_frequency;average_spend;average_rating;cafes_visited;time_preferences;mood_activity;is_international
U0404;Astrid Constantinides;30;female;Support Staff;Campus Maintenance;['Frappe'];9;36.58;4.3;1;['morning', 'evening'];studying;TRUE
U0405;Lucas Suzuki;48;male;Academic;Assistant Professor;['Iced Latte', 'Espresso', 'Latte'];11;33.52;4.18;13;['afternoon', 'morning'];relaxing;TRUE
U0406;Amina Park;49;female;Administrative;Library Staff;['Mocha', 'Herbal Tea', 'Macchiato'];11;47.91;4.25;11;['evening'];relaxing;TRUE
U0407;Andaç Barokçular;55;neutral;Medical;Clinical Researcher;['Turkish Coffee', 'Affogato', 'Filter Coffee'];9;50.92;3.7;9;['morning'];studying;FALSE
U0408;Aykut Balkan;44;male;Medical;Medical Resident;['Latte', 'Cold Brew', 'Iced Latte'];15;32.97;3.69;9;['morning'];working;FALSE
U0409;Samet Ayşün;30;male;Medical;Clinical Researcher;['Macchiato', 'Herbal Tea'];9;49.37;4.14;8;['morning'];studying;FALSE
U0410;Yasemin Aylin;52;female;Medical;Clinical Researcher;['Iced Latte', 'Latte', 'Turkish Tea'];6;28.27;4.13;7;['morning'];socializing;FALSE
U0411;Güneş Aytekin;50;female;Medical;Medical Technician;['Cappuccino', 'Herbal Tea', 'Mocha'];7;50.61;4.23;6;['morning'];group study;FALSE
U0412;Noah Kumar;21;male;Student;Arts Student;['Turkish Coffee', 'Turkish Tea'];10;15.01;4.11;14;['morning', 'afternoon'];meeting;TRUE
U0413;Ece Ayıldız;20;female;Student;Master's Student;['Filter Coffee', 'Herbal Tea'];17;12.2;3.61;10;['evening', 'afternoon'];meeting;FALSE
U0414;Açelya Bahri;27;female;Student;Master's Student;['Frappe', 'Macchiato'];21;29.5;3.7;4;['morning', 'afternoon'];relaxing;FALSE
U0415;Sude Şahin;47;female;Professional;Campus Architect;['Affogato', 'Cold Brew', 'Latte'];7;44.4;4.14;9;['afternoon'];working;FALSE
U0416;Ece Azap;21;female;Student;Master's Student;['Filter Coffee', 'Mocha', 'Cappuccino'];14;20.71;3.72;10;['afternoon'];studying;FALSE
U0417;Aşkın Aymen;43;neutral;Support Staff;Research Technician;['Americano'];13;46.71;4.08;8;['afternoon', 'evening'];relaxing;FALSE
U0418;Barış Adnan;30;male;Student;PhD Student;['Cappuccino'];14;24.37;3.72;12;['morning', 'afternoon'];studying;FALSE
U0419;Havva Aytila;55;female;Professional;Career Counselor;['Filter Coffee', 'Flat White'];14;49.14;0.0;0;['afternoon', 'morning'];working;FALSE
U0420;William Lopez;44;male;Support Staff;Bookstore Staff;['Iced Latte', 'Americano'];13;47.29;3.7;1;['afternoon', 'evening'];group study;TRUE
U0421;Anjali Takahashi;46;female;Academic;Visiting Scholar;['Mocha'];9;57.5;0.0;0;['evening', 'morning'];relaxing;TRUE
U0422;Yüsra Barışkın;64;female;Academic;Professor;['Affogato', 'Mocha', 'Turkish Tea'];5;51.57;3.94;8;['evening'];group study;FALSE
U0423;Hasan Çelik;23;male;Academic;Visiting Scholar;['Mocha', 'Flat White'];11;59.27;4.01;8;['morning', 'evening'];studying;FALSE
U0424;Selin Baran;28;female;Student;Arts Student;['Cappuccino', 'Turkish Coffee'];12;15.64;3.31;12;['evening'];relaxing;FALSE
U0425;Barış Balcı;29;male;Student;Exchange Student;['Turkish Coffee', 'Turkish Tea'];25;26.98;3.55;13;['afternoon', 'morning'];working;FALSE
U0426;Aşkın Ayvermiş;22;neutral;Student;Undergraduate Student;['Americano', 'Turkish Coffee', 'Herbal Tea'];9;23.56;4.16;14;['evening', 'afternoon'];group study;FALSE
U0427;Xiao Watanabe;31;female;Professional;Career Counselor;['Filter Coffee'];9;24.15;4.18;10;['morning', 'afternoon'];relaxing;TRUE
U0428;Sinem Aydınkaya;24;female;Medical;Medical Technician;['Turkish Tea'];10;40.77;4.6;2;['afternoon'];group study;FALSE
U0429;Sinem Ahsin;49;female;Academic;Research Assistant;['Turkish Coffee', 'Filter Coffee'];12;30.14;4.4;7;['morning', 'evening'];studying;FALSE
U0430;Hande Ağtaş;27;female;Support Staff;Bookstore Staff;['Latte', 'Flat White'];12;48.14;4.45;2;['afternoon', 'evening'];studying;FALSE
U0431;Hande Azay;27;female;Academic;Lecturer;['Americano', 'Turkish Coffee', 'Turkish Tea'];7;32.7;4.45;8;['morning', 'afternoon'];studying;FALSE
U0432;Isabella Smith;48;female;Academic;Research Assistant;['Affogato', 'Iced Latte', 'Espresso'];13;51.23;4.11;8;['afternoon', 'morning'];meeting;TRUE
U0433;Yelda Balkış;54;female;Support Staff;Laboratory Technician;['Espresso', 'Herbal Tea', 'Frappe'];4;49.02;4.5;1;['afternoon'];relaxing;FALSE
U0434;Zahide Azrak;18;female;Student;Arts Student;['Herbal Tea', 'Cold Brew', 'Frappe'];17;21.52;3.79;8;['morning', 'afternoon'];relaxing;FALSE
U0435;Zahide Azat;20;female;Student;Exchange Student;['Macchiato', 'Mocha'];22;28.82;4.38;9;['morning', 'afternoon'];meeting;FALSE
U0436;Zühal Ağaç;18;female;Student;Arts Student;['Flat White', 'Turkish Tea', 'Mocha'];15;20.14;4.04;5;['morning'];relaxing;FALSE
U0437;Omar Robert;36;male;Medical;Nurse;['Flat White', 'Iced Latte', 'Macchiato'];11;30.86;4.25;4;['afternoon'];reading;TRUE
U0438;Elif Aykol;34;female;Medical;Medical Technician;['Frappe', 'Cappuccino'];11;35.07;0.0;0;['morning'];relaxing;FALSE
U0439;Anastasia Anderson;50;female;Academic;Assistant Professor;['Affogato'];13;26.72;4.25;8;['morning'];studying;TRUE
U0440;Sakura Ahmed;33;female;Support Staff;Laboratory Technician;['Iced Latte', 'Frappe', 'Turkish Coffee'];10;35.78;4.07;9;['evening', 'afternoon'];group study;TRUE
U0441;Duru Aydoğan;31;neutral;Administrative;IT Support;['Frappe', 'Iced Latte'];15;52.99;4.48;5;['evening', 'morning'];working;FALSE
U0442;Hatice Aylin;36;female;Medical;Medical Resident;['Espresso', 'Turkish Coffee', 'Turkish Tea'];11;49.78;3.8;4;['morning'];working;FALSE
U0443;Sıla Bahriye;54;female;Professional;University Lawyer;['Herbal Tea'];5;20.61;3.7;12;['evening', 'morning'];reading;FALSE
U0444;Leila Rodriguez;30;female;Medical;Pharmacist;['Affogato'];4;51.55;4.21;9;['evening', 'afternoon'];studying;TRUE
U0445;Ayşen Azat;44;neutral;Professional;Mental Health Counselor;['Iced Latte', 'Flat White', 'Turkish Tea'];5;25.6;3.76;12;['evening'];group study;FALSE
U0446;Rabia Barokçular;50;female;Professional;Financial Advisor;['Macchiato'];4;36.25;4.09;9;['afternoon'];reading;FALSE
U0447;Selma Barlas;49;female;Academic;Lecturer;['Macchiato', 'Frappe', 'Iced Latte'];4;39.73;3.76;5;['afternoon'];studying;FALSE
U0448;Ramazan Aymelek;36;male;Professional;University Lawyer;['Turkish Tea', 'Cappuccino', 'Mocha'];8;50.14;4.4;1;['evening'];working;FALSE
U0449;Hiroshi Pappas;32;male;Administrative;Student Affairs Officer;['Mocha', 'Turkish Coffee'];7;45.95;4.04;10;['morning', 'evening'];reading;TRUE
U0450;Yüsra Ayvermiş;27;female;Support Staff;Laboratory Technician;['Herbal Tea', 'Latte'];10;20.54;3.69;8;['afternoon'];socializing;FALSE
U0451;Zehra Barni;19;female;Student;Arts Student;['Mocha', 'Turkish Coffee', 'Affogato'];25;14.4;0.0;0;['morning'];group study;FALSE
U0452;Turgay Ayveroğlu;35;male;Professional;Financial Advisor;['Herbal Tea'];6;36.65;4.32;8;['evening'];group study;FALSE
U0453;Seda Ayışığıoğlu;20;female;Student;Engineering Student;['Herbal Tea'];20;28.69;3.85;2;['evening', 'afternoon'];reading;FALSE
U0454;Yahya Aykanlı;25;male;Student;Medical Student;['Turkish Tea', 'Mocha', 'Cold Brew'];21;13.53;4.26;11;['afternoon'];studying;FALSE
U0455;Min-ho Andreou;32;male;Support Staff;Campus Maintenance;['Herbal Tea'];13;52.16;3.57;3;['evening', 'morning'];working;TRUE
U0456;Amara Esposito;40;female;Academic;Post-doctoral Researcher;['Turkish Tea', 'Affogato', 'Flat White'];11;56.24;4.3;9;['morning'];relaxing;TRUE
U0457;Ümit Azamet;47;male;Academic;Post-doctoral Researcher;['Cappuccino', 'Latte', 'Americano'];6;33.75;4.0;1;['evening', 'afternoon'];socializing;FALSE
U0458;Koray Aykaç;30;male;Administrative;University Administrator;['Turkish Tea'];6;43.31;4.51;13;['evening', 'morning'];meeting;FALSE
U0459;Sena Ayhatun;36;female;Administrative;University Administrator;['Cappuccino', 'Frappe', 'Mocha'];6;33.83;4.12;9;['evening'];studying;FALSE
U0460;Batur Aymen;51;male;Support Staff;Campus Maintenance;['Filter Coffee'];11;34.66;4.35;8;['afternoon', 'evening'];studying;FALSE
U0461;İrem Ayvaz;23;female;Academic;Post-doctoral Researcher;['Flat White', 'Iced Latte', 'Americano'];11;34.1;3.78;12;['evening'];relaxing;FALSE
U0462;Ali Afra;44;male;Administrative;Campus Security;['Iced Latte', 'Turkish Tea'];12;29.36;3.79;14;['evening', 'afternoon'];meeting;FALSE
U0463;Özge Ayhanlı;38;female;Academic;Professor;['Cappuccino'];9;39.97;3.97;3;['evening'];relaxing;FALSE
U0464;Aykut Afer;25;neutral;Medical;Nurse;['Latte', 'Turkish Coffee'];12;32.63;4.14;13;['evening', 'morning'];group study;FALSE
U0465;Süreyya Ahmetcan;53;female;Professional;Financial Advisor;['Macchiato', 'Affogato'];5;53.75;4.51;8;['afternoon', 'morning'];working;FALSE
U0466;Açelya Aydoğan;42;female;Academic;Associate Professor;['Cold Brew', 'Turkish Coffee', 'Flat White'];6;59.63;4.08;10;['afternoon', 'evening'];relaxing;FALSE
U0467;Ümit Adnan;35;male;Academic;Professor;['Herbal Tea'];7;22.64;4.22;13;['morning'];reading;FALSE
U0468;Aybars Ahmetoğlu;45;neutral;Academic;Professor;['Iced Latte'];12;21.43;3.93;11;['morning', 'evening'];studying;FALSE
U0469;Ülkü Öztürk;21;female;Student;Master's Student;['Iced Latte', 'Filter Coffee', 'Macchiato'];18;12.81;4.0;13;['morning', 'afternoon'];meeting;FALSE
U0470;İsmail Ayıldız;24;male;Professional;Financial Advisor;['Espresso', 'Americano'];10;37.82;3.7;1;['evening'];working;FALSE
U0471;Mohammad Wilson;54;male;Professional;University Lawyer;['Herbal Tea', 'Turkish Tea'];8;59.34;4.01;8;['morning', 'afternoon'];socializing;TRUE
U0472;Alp Balkır;61;neutral;Academic;Assistant Professor;['Espresso', 'Affogato'];9;20.37;3.8;1;['morning'];socializing;FALSE
U0473;Aisha Andreou;23;female;Administrative;Campus Security;['Cold Brew', 'Frappe'];8;52.34;4.12;8;['afternoon', 'evening'];group study;TRUE
U0474;Nazlı Azcan;55;female;Academic;Associate Professor;['Mocha', 'Macchiato', 'Iced Latte'];4;27.12;0.0;0;['evening', 'afternoon'];working;FALSE
U0475;Mehmet Ali Kaya;43;male;Professional;University Lawyer;['Frappe'];12;36.25;4.3;1;['morning'];working;FALSE
U0476;Mehmet Ali Bahri;55;male;Academic;Visiting Scholar;['Herbal Tea'];4;43.32;4.18;13;['morning', 'evening'];socializing;FALSE
U0477;Isabella Wójcik;48;female;Administrative;Campus Security;['Filter Coffee', 'Turkish Tea'];5;37.18;3.13;6;['evening', 'morning'];studying;TRUE
U0478;Reyhan Ağır;21;female;Student;Arts Student;['Americano', 'Flat White'];20;23.71;3.5;6;['morning', 'afternoon'];working;FALSE
U0479;Kader Bakir;33;female;Administrative;University Administrator;['Cappuccino', 'Herbal Tea'];4;49.76;3.5;1;['evening', 'morning'];reading;FALSE
U0480;James Brown;29;male;Student;Engineering Student;['Macchiato', 'Turkish Coffee'];20;18.99;3.87;9;['morning', 'afternoon'];relaxing;TRUE
U0481;Kenji Li;27;male;Student;Medical Student;['Cappuccino', 'Turkish Coffee'];10;12.9;3.1;5;['afternoon'];studying;TRUE
U0482;Burak Ayşıl;30;male;Administrative;IT Support;['Filter Coffee', 'Frappe', 'Americano'];7;43.54;4.4;6;['afternoon', 'morning'];reading;FALSE
U0483;Tülin Barok;45;female;Professional;Career Counselor;['Turkish Coffee', 'Espresso'];4;22.81;4.52;13;['evening', 'afternoon'];relaxing;FALSE
U0484;Helena Weber;37;female;Professional;University Lawyer;['Cold Brew'];4;41.32;4.53;8;['afternoon', 'morning'];working;TRUE
U0485;Zeynep Balkan;30;female;Student;Arts Student;['Mocha'];14;18.01;4.1;1;['afternoon'];socializing;FALSE
U0486;Lakshmi Mueller;36;female;Professional;Financial Advisor;['Flat White'];10;32.66;3.36;8;['evening', 'morning'];reading;TRUE
U0487;Yeliz Azcan;27;female;Student;Undergraduate Student;['Frappe', 'Latte', 'Cold Brew'];10;26.11;0.0;0;['morning'];group study;FALSE
U0488;Oliver Patel;23;male;Medical;Medical Technician;['Frappe', 'Americano', 'Filter Coffee'];12;43.91;3.76;14;['morning'];reading;TRUE
U0489;Hatice Azay;28;female;Student;Master's Student;['Macchiato'];12;15.24;3.23;3;['evening'];socializing;FALSE
U0490;Zehra Ayşan;45;female;Academic;Post-doctoral Researcher;['Cappuccino', 'Flat White', 'Cold Brew'];6;30.11;4.26;5;['morning'];group study;FALSE
U0491;Noah Smirnov;34;male;Professional;Mental Health Counselor;['Flat White'];7;30.62;4.05;4;['evening', 'morning'];working;TRUE
U0492;Noor Sokolov;27;female;Professional;Financial Advisor;['Iced Latte', 'Turkish Coffee', 'Flat White'];14;25.33;4.04;14;['morning'];reading;TRUE
U0493;Fatma Barni;45;female;Professional;Mental Health Counselor;['Americano', 'Turkish Coffee', 'Cappuccino'];4;57.54;3.62;9;['evening'];reading;FALSE
U0494;Turgay Bakır;23;male;Administrative;IT Support;['Frappe', 'Latte'];13;45.89;3.91;12;['afternoon'];reading;FALSE
U0495;Meera Shah;39;female;Administrative;University Administrator;['Mocha', 'Affogato', 'Latte'];5;35.99;3.49;13;['morning', 'evening'];meeting;TRUE
U0496;Yasmin Sokolov;29;female;Medical;Medical Technician;['Turkish Tea', 'Cappuccino', 'Flat White'];14;59.65;4.2;13;['afternoon', 'morning'];reading;TRUE
U0497;Süreyya Ağca;40;female;Administrative;Department Secretary;['Latte'];13;40.31;4.38;5;['afternoon'];socializing;FALSE
U0498;Juan Garcia;43;male;Support Staff;Bookstore Staff;['Cold Brew'];4;54.63;3.24;5;['morning'];group study;TRUE
U0499;Neslihan Ayhanlı;33;female;Support Staff;Cafeteria Staff;['Filter Coffee', 'Espresso', 'Turkish Tea'];7;56.64;3.83;3;['afternoon', 'evening'];reading;FALSE
U0500;Omar Chen;37;male;Professional;Career Counselor;['Turkish Coffee'];12;26.79;3.75;4;['morning', 'afternoon'];studying;TRUE
U0501;Jian Wang;45;male;Professional;Mental Health Counselor;['Macchiato', 'Iced Latte'];11;52.44;4.0;10;['evening', 'morning'];socializing;TRUE
U0502;Katarina Lopez;38;female;Administrative;Department Secretary;['Americano', 'Iced Latte', 'Latte'];11;57.15;4.19;14;['afternoon'];socializing;TRUE
U0503;Lakshmi Rossi;44;female;Academic;Associate Professor;['Espresso', 'Latte', 'Turkish Tea'];15;48.69;3.81;8;['afternoon'];studying;TRUE
U0504;Yasmin Weber;40;female;Administrative;Library Staff;['Americano'];4;49.18;4.65;2;['evening'];reading;TRUE
U0505;Ji-eun Karlsson;54;female;Administrative;Library Staff;['Filter Coffee', 'Cold Brew'];15;57.11;3.78;8;['morning', 'evening'];relaxing;TRUE
U0506;Didem Azcan;36;female;Support Staff;Laboratory Technician;['Iced Latte'];13;49.44;3.74;9;['evening'];working;FALSE
U0507;Kerem Azade;29;male;Student;Exchange Student;['Turkish Tea', 'Macchiato', 'Mocha'];14;14.31;3.97;10;['morning', 'afternoon'];meeting;FALSE
U0508;Can Aykor;46;male;Medical;Medical Technician;['Herbal Tea'];10;57.85;4.3;2;['evening', 'morning'];group study;FALSE
U0509;Hakan Ayman;56;male;Academic;Professor;['Latte', 'Affogato'];8;20.73;4.3;7;['morning', 'evening'];socializing;FALSE
U0510;Bjorn Patel;44;male;Support Staff;Laboratory Technician;['Espresso', 'Iced Latte'];9;43.14;4.09;13;['morning'];meeting;TRUE
U0511;Nazlı Ayten;38;female;Academic;Professor;['Cappuccino', 'Latte'];8;41.6;3.7;2;['morning'];socializing;FALSE
U0512;Arjun Sato;31;male;Administrative;IT Support;['Iced Latte', 'Americano'];10;45.24;4.2;13;['evening'];meeting;TRUE
U0513;Soo-jin Russo;25;female;Student;Arts Student;['Turkish Tea', 'Iced Latte', 'Macchiato'];9;25.56;3.82;8;['morning'];group study;TRUE
U0514;Çağrı Ayışığıoğlu;41;neutral;Professional;Mental Health Counselor;['Affogato', 'Latte'];14;42.62;0.0;0;['afternoon', 'evening'];studying;FALSE
U0515;Hasan Barışkın;19;male;Student;Medical Student;['Mocha'];15;16.77;0.0;0;['afternoon', 'morning'];reading;FALSE
U0516;Katarina Jones;45;female;Academic;Post-doctoral Researcher;['Turkish Tea', 'Cappuccino', 'Filter Coffee'];5;26.95;3.71;14;['evening'];reading;TRUE
U0517;Yasin Ayşın;27;male;Medical;Hospital Doctor;['Turkish Coffee', 'Iced Latte', 'Cappuccino'];11;37.32;4.48;6;['afternoon'];studying;FALSE
U0518;Yunus Ayöz;38;male;Administrative;University Administrator;['Cold Brew'];10;38.09;0.0;0;['evening', 'morning'];reading;FALSE
U0519;Gökhan Barokçular;27;male;Student;Undergraduate Student;['Macchiato', 'Iced Latte', 'Americano'];12;20.26;3.73;7;['morning', 'afternoon'];reading;FALSE
U0520;Zübeyde Aykın;28;female;Medical;Medical Technician;['Macchiato', 'Americano', 'Affogato'];13;28.18;4.26;7;['evening', 'afternoon'];meeting;FALSE
U0521;Atakan Ayhatun;30;male;Student;Arts Student;['Iced Latte', 'Americano'];24;19.47;4.06;14;['afternoon', 'morning'];reading;FALSE
U0522;Hande Ağırtaş;45;female;Professional;Campus Architect;['Latte', 'Mocha', 'Flat White'];13;58.35;3.75;12;['evening'];reading;FALSE
U0523;Çınar Azay;51;neutral;Administrative;Campus Security;['Espresso'];13;51.1;4.24;8;['morning', 'afternoon'];working;FALSE
U0524;Divya Kuznetsov;29;female;Student;Undergraduate Student;['Americano'];19;18.78;4.25;11;['afternoon'];socializing;TRUE
U0525;Zehra Aykon;31;female;Medical;Nurse;['Turkish Tea'];6;50.47;4.54;11;['afternoon'];group study;FALSE
U0526;Camila Park;45;female;Administrative;Department Secretary;['Flat White'];12;20.23;3.7;3;['afternoon'];reading;TRUE
U0527;Lars Ivanov;28;male;Support Staff;Cafeteria Staff;['Mocha'];11;38.85;4.23;4;['morning', 'afternoon'];meeting;TRUE
U0528;Diego Patel;45;male;Academic;Professor;['Cold Brew'];6;52.33;4.3;13;['afternoon'];group study;TRUE
U0529;Eren Ağan;25;male;Professional;Campus Architect;['Latte', 'Cold Brew', 'Mocha'];5;59.98;4.06;14;['afternoon'];socializing;FALSE
U0530;Mehmet Ali Ayşenur;49;male;Academic;Associate Professor;['Flat White', 'Americano', 'Latte'];11;53.25;4.2;2;['afternoon', 'evening'];group study;FALSE
U0531;Hasan Ayhatun;37;male;Support Staff;Laboratory Technician;['Cappuccino', 'Americano', 'Turkish Coffee'];4;32.07;3.55;6;['evening'];socializing;FALSE
U0532;Nilay Baro;45;female;Academic;Associate Professor;['Americano', 'Frappe', 'Iced Latte'];8;22.1;4.15;11;['evening', 'morning'];working;FALSE
U0533;Priya Wilson;53;female;Support Staff;Research Technician;['Mocha', 'Macchiato'];12;46.18;3.65;2;['afternoon'];group study;TRUE
U0534;Mikhail Evans;53;male;Administrative;University Administrator;['Turkish Tea', 'Affogato'];6;44.27;3.87;12;['evening', 'morning'];group study;TRUE
U0535;Reyhan Aytoğan;48;female;Medical;Pharmacist;['Cappuccino'];12;50.8;3.78;14;['morning', 'evening'];working;FALSE
U0536;Hande Baha;53;female;Support Staff;Laboratory Technician;['Cold Brew', 'Flat White'];8;24.62;3.9;13;['afternoon'];socializing;FALSE
U0537;Nazlı Barlas;49;female;Medical;Medical Technician;['Frappe', 'Americano', 'Flat White'];9;43.77;4.35;11;['evening'];studying;FALSE
U0538;Zeynur Ayşen;19;female;Student;Arts Student;['Latte'];11;11.6;4.14;9;['evening', 'afternoon'];reading;FALSE
U0539;Arif Ayverdi;62;male;Academic;Assistant Professor;['Cappuccino'];8;51.4;4.07;8;['afternoon'];studying;FALSE
U0540;Ece Bahadır;27;female;Student;PhD Student;['Frappe', 'Espresso', 'Turkish Coffee'];11;16.78;3.68;6;['morning', 'afternoon'];studying;FALSE
U0541;Aykut Aydıntaş;52;male;Support Staff;Bookstore Staff;['Espresso', 'Macchiato', 'Iced Latte'];10;36.39;3.62;6;['morning', 'evening'];reading;FALSE
U0542;Güneş Ayvaz;47;female;Professional;Financial Advisor;['Filter Coffee'];12;48.75;3.81;11;['afternoon', 'morning'];relaxing;FALSE
U0543;Anastasia Smirnov;46;female;Professional;Campus Architect;['Espresso'];10;57.36;3.78;5;['afternoon', 'evening'];working;TRUE
U0544;Yusuf Barlıkçı;41;male;Support Staff;Laboratory Technician;['Macchiato', 'Affogato', 'Espresso'];12;42.96;4.01;7;['afternoon', 'morning'];socializing;FALSE
U0545;Ayşe Barıştaş;24;female;Professional;Mental Health Counselor;['Filter Coffee', 'Cappuccino'];13;39.11;4.22;4;['evening'];studying;FALSE
U0546;Selma Ballı;43;female;Support Staff;Laboratory Technician;['Turkish Coffee'];6;41.68;4.07;6;['morning'];studying;FALSE
U0547;Gamze Aytürk;37;female;Academic;Research Assistant;['Mocha', 'Affogato', 'Latte'];15;40.84;3.9;5;['afternoon'];reading;FALSE
U0548;Ryu Smith;33;male;Professional;Career Counselor;['Macchiato', 'Americano', 'Turkish Coffee'];6;23.49;4.6;2;['afternoon'];working;TRUE
U0549;Sıla Aykutlu;22;female;Student;Undergraduate Student;['Macchiato', 'Cappuccino'];9;22.59;3.97;10;['afternoon', 'morning'];group study;FALSE
U0550;Chiara Davies;46;female;Medical;Pharmacist;['Turkish Coffee', 'Americano', 'Affogato'];12;59.97;3.96;7;['morning', 'evening'];reading;TRUE
U0551;Sezgin Aydınoğlu;23;male;Student;PhD Student;['Mocha', 'Flat White', 'Cappuccino'];16;23.64;0.0;0;['morning', 'evening'];meeting;FALSE
U0552;Jamal Meyer;26;male;Professional;University Lawyer;['Frappe', 'Flat White'];10;44.63;4.0;1;['evening'];relaxing;TRUE
U0553;Seda Azamet;48;female;Medical;Medical Technician;['Frappe', 'Turkish Coffee'];15;24.94;4.3;5;['evening', 'afternoon'];meeting;FALSE
U0554;Liam Russo;29;male;Student;Arts Student;['Turkish Tea', 'Frappe', 'Latte'];12;11.7;3.97;13;['morning', 'afternoon'];socializing;TRUE
U0555;Freya Davies;24;female;Medical;Pharmacist;['Espresso', 'Frappe', 'Flat White'];14;50.63;4.03;10;['afternoon', 'evening'];meeting;TRUE
U0556;Ali Barıştaş;36;male;Administrative;University Administrator;['Flat White'];15;42.49;0.0;0;['afternoon', 'evening'];reading;FALSE
U0557;Selma Ağar;38;female;Professional;Mental Health Counselor;['Americano'];12;56.91;4.22;8;['morning'];reading;FALSE
U0558;Lakshmi Chen;24;female;Student;Exchange Student;['Frappe', 'Turkish Tea'];18;29.69;3.9;1;['morning'];working;TRUE
U0559;Oliver Schneider;33;male;Support Staff;Cafeteria Staff;['Filter Coffee', 'Macchiato'];4;39.66;4.06;7;['morning', 'evening'];group study;TRUE
U0560;Nur Ayveroğlu;39;female;Medical;Clinical Researcher;['Filter Coffee', 'Iced Latte'];6;36.53;4.38;4;['afternoon', 'morning'];relaxing;FALSE
U0561;Çağla Adnan;24;female;Administrative;Library Staff;['Macchiato'];10;24.28;3.97;3;['morning', 'evening'];relaxing;FALSE
U0562;Merve Aytekin;46;female;Professional;Financial Advisor;['Latte', 'Herbal Tea', 'Espresso'];9;50.76;4.29;14;['evening', 'morning'];meeting;FALSE
U0563;Ramazan Aydoğan;41;male;Support Staff;Research Technician;['Espresso'];7;38.66;3.62;13;['afternoon', 'morning'];socializing;FALSE
U0564;Melike Ahsenullah;19;female;Student;Arts Student;['Turkish Tea', 'Flat White', 'Americano'];13;15.96;4.02;13;['afternoon'];reading;FALSE
U0565;Chidi Constantinides;45;male;Administrative;IT Support;['Latte', 'Cold Brew'];11;35.75;4.21;14;['evening', 'morning'];relaxing;TRUE
U0566;Hakan Aymirza;52;male;Professional;Mental Health Counselor;['Cappuccino', 'Flat White'];12;53.92;0.0;0;['morning'];reading;FALSE
U0567;Fatıma Ayveren;50;female;Administrative;Student Affairs Officer;['Frappe', 'Turkish Coffee'];8;31.18;4.15;2;['afternoon'];reading;FALSE
U0568;Kenji Bernard;20;male;Student;PhD Student;['Latte', 'Iced Latte', 'Filter Coffee'];18;21.76;3.93;6;['evening', 'afternoon'];reading;TRUE
U0569;Ece Öztürk;27;female;Administrative;Library Staff;['Americano', 'Filter Coffee', 'Turkish Coffee'];10;52.84;4.25;6;['afternoon', 'evening'];group study;FALSE
U0570;Ryu Kowalczyk;54;male;Professional;Career Counselor;['Turkish Coffee', 'Flat White', 'Espresso'];11;56.72;3.16;5;['evening'];relaxing;TRUE
U0571;Ahmed Evans;45;male;Professional;University Lawyer;['Espresso'];14;42.8;4.01;12;['afternoon', 'morning'];working;TRUE
U0572;Kwame Garcia;22;male;Student;Medical Student;['Frappe', 'Americano'];14;17.35;3.72;11;['afternoon'];working;TRUE
U0573;Helga Robert;47;female;Medical;Medical Resident;['Latte', 'Flat White'];11;21.8;3.4;4;['morning', 'afternoon'];studying;TRUE
U0574;Ayhan Aylin;19;neutral;Student;Exchange Student;['Flat White'];22;21.29;4.58;13;['morning', 'evening'];socializing;FALSE
U0575;Uğur Ayveroğlu;51;male;Administrative;Department Secretary;['Cappuccino', 'Turkish Coffee', 'Macchiato'];14;53.54;3.39;13;['afternoon', 'morning'];group study;FALSE
U0576;Zara Choi;45;female;Support Staff;Bookstore Staff;['Turkish Tea', 'Americano'];8;56.92;3.83;3;['afternoon', 'morning'];working;TRUE
U0577;Fatima Andreou;50;female;Professional;Financial Advisor;['Flat White'];10;48.94;1.8;1;['afternoon'];studying;TRUE
U0578;Hassan Pappas;25;male;Student;PhD Student;['Affogato', 'Filter Coffee', 'Iced Latte'];18;23.47;3.7;5;['afternoon', 'morning'];relaxing;TRUE
U0579;Wei Weber;31;male;Medical;Pharmacist;['Frappe'];5;33.72;3.53;12;['evening', 'afternoon'];meeting;TRUE
U0580;Krishna Brown;30;male;Academic;Research Assistant;['Turkish Coffee', 'Flat White', 'Herbal Tea'];14;43.15;3.6;2;['evening'];studying;TRUE
U0581;Mikhail Petit;28;male;Student;Medical Student;['Iced Latte'];12;11.84;3.95;13;['afternoon', 'morning'];reading;TRUE
U0582;Hiroshi Ali;24;male;Student;Master's Student;['Cappuccino', 'Frappe'];22;27.01;3.85;2;['morning'];reading;TRUE
U0583;Zehra Ahsin;45;female;Academic;Assistant Professor;['Affogato', 'Frappe'];7;25.8;3.96;7;['evening'];group study;FALSE
U0584;Zafer Ağırbaş;44;male;Administrative;IT Support;['Turkish Coffee', 'Cold Brew', 'Macchiato'];13;42.77;4.1;8;['morning'];studying;FALSE
U0585;Anastasia Weber;23;female;Administrative;Campus Security;['Mocha', 'Filter Coffee'];13;47.84;4.03;14;['morning'];studying;TRUE
U0586;Nihan Ayöz;23;female;Support Staff;Bookstore Staff;['Filter Coffee', 'Americano'];9;35.77;3.53;3;['afternoon'];group study;FALSE
U0587;Özge Ağır;48;female;Medical;Nurse;['Cold Brew', 'Herbal Tea'];15;30.16;4.35;2;['afternoon'];studying;FALSE
