review_id;user_id;user_name;cafe_name;cafe_id;rating;date;date
R01949;U1843;Soo-jin Karlsson;Berlin Coffee Shop Bornova;ChIJS8HEOPJ9uRQR7_1Su6u-WuM;3;2024-09-22;2024-09-22
R01950;U1346;Murat Ahat;Çikolata & Kahvedükkanı;ChIJJ_ddfyZ9uRQRy8MCFRrKUB0;3;2024-05-26;2024-05-26
R01951;U0872;Ahmed Constantinides;Komşu Kahve;ChIJ_cFJ5759uRQR7urchslhve4;4;2024-03-17;2024-03-17
R01952;U1702;Sezgin Ağaoğlu;Tuck Coffee x Etc Küçükpark;ChIJJ_-qh919uRQRFTFSAUbTiUs;5;2024-04-11;2024-04-11
R01953;U1701;Sezgin Ağır;Parle Coffee;ChIJLZ9WMQB9uRQR9gZRQrbe35Y;3;2024-03-26;2024-03-26
R01954;U1804;Duru Bahar;Campus Coffe Roastery;ChIJ70afg_l9uRQR33bGP9AHeD4;4;2024-11-09;2024-11-09
R01955;U1345;Soo-jin Ivanov;Dostlar Kahvesi maviyol cafe;ChIJLTBjCjF9uRQRvPcgnGOG_-M;3;2025-02-16;2025-02-16
R01956;U0126;Ülker Azade;Luci Caffé Pasticceria;ChIJpfmYGiZ9uRQRt9pVSvt-xa4;4;2024-04-28;2024-04-28
R01957;U1579;Fatima Eriksson;Hola Coffee Company;ChIJJTkWROp9uRQRvkiiZGPt1eY;3;2025-03-29;2025-03-29
R01958;U0332;Hui Zhang;Hoppa Lounge;ChIJ07glIlh9uRQRXoYxKeT0ef8;5;2025-01-25;2025-01-25
R01959;U1281;Chiara Chen;Espello Coffee;ChIJRVWTAf59uRQRhzwzGKK19NQ;4;2025-03-17;2025-03-17
R01960;U0777;Aslan Aykul;Cafe Portakal;ChIJA8RbiiZ9uRQRYjwkKXp8YHs;1;2024-03-17;2024-03-17
R01961;U1041;Güneş Ayşen;Rebel Cafe;ChIJeWG_jiV9uRQRTTHE8gEmbI8;5;2025-04-01;2025-04-01
R01962;U0932;Selma Aykoç;Bakur Cafe;ChIJx_ZQXgB9uRQRIlE9xd7yHoE;4;2024-03-21;2024-03-21
R01963;U0856;Arda Afacan;Cafe Bahane;ChIJpVcGLCF9uRQRI7hEtBj91Lg;4;2024-06-17;2024-06-17
R01964;U0414;Açelya Bahri;Luci Caffé Pasticceria;ChIJpfmYGiZ9uRQRt9pVSvt-xa4;4;2025-03-31;2025-03-31
R01965;U0606;Yahya Afacan;Hola Coffee Company;ChIJJTkWROp9uRQRvkiiZGPt1eY;4;2024-10-28;2024-10-28
R01966;U0351;Amina Kowalski;Küçük Prens Cafeteria;ChIJ1eKKLvd9uRQRseryqhQiJzU;5;2024-12-04;2024-12-04
R01967;U1257;Samet Demir;Limon Kahve;ChIJ7_9thTp9uRQRDkDPBtcbbkY;1;2024-04-21;2024-04-21
R01968;U0715;Andaç Balkan;Bukalemoon;ChIJEdiY3SV9uRQRhLYPqeSP11I;3;2024-01-20;2024-01-20
R01969;U0315;Yelda Afer;Derin Cafe Patisserie;ChIJ0cgFxiB9uRQR3US9v4-qDCI;3;2024-11-05;2024-11-05
R01970;U1478;Sena Ahsen;ANGEL CAFE;ChIJLeQsfwB9uRQRWG24BWfITi4;4;2024-08-11;2024-08-11
R01971;U0427;Xiao Watanabe;Kabadayı;ChIJUZZ4Qi99uRQRVCd7G8ElT-4;4;2024-05-12;2024-05-12
R01972;U1746;Benjamin Robert;Coffee Derya Cavalry Cd.;ChIJdUOAjiV9uRQRfzDP5St3-bI;3;2024-08-08;2024-08-08
R01973;U0994;Neslihan Aykon;Gua Coffee Company Bornova;ChIJb_P1RsZ9uRQRIPdnE8tWcoE;3;2024-12-11;2024-12-11
R01974;U0057;Ayşen Ayşe;Üniversite 2 Unlu Mamulleri;ChIJC9sTdiB9uRQR9NjCRqMKqK0;4;2024-04-17;2024-04-17
R01975;U1120;Eren Bahadır;BEHİÇ;ChIJy44bVAN9uRQR-nRMoVBv0o0;4;2024-12-27;2024-12-27
R01976;U1234;Meryem Barıştaş;Cafe 13m2;ChIJ95iZDi99uRQRhL6P0RAWGx0;3;2024-01-21;2024-01-21
R01977;U0005;Lucia Papadopoulos;+1 Down Kafe;ChIJr2W3YSZ9uRQRtM-qsJBnUew;3;2024-07-22;2024-07-22
R01978;U1948;Burak Balcan;BEHİÇ;ChIJy44bVAN9uRQR-nRMoVBv0o0;3;2024-06-28;2024-06-28
R01979;U1863;Müge Barışkın;Komşu Kahve;ChIJ_cFJ5759uRQR7urchslhve4;4;2025-01-20;2025-01-20
R01980;U0167;Meryem Aykurt;+1 Down Kafe;ChIJr2W3YSZ9uRQRtM-qsJBnUew;4;2024-04-18;2024-04-18
R01981;U0463;Özge Ayhanlı;Shake it Get fit;ChIJCdxF-At9uRQRtKhY67hskks;4;2024-08-22;2024-08-22
R01982;U1685;Jian Kowalski;İs Cafe Fırın;ChIJ1_VEW4h9uRQRi-Jqj5qOUd4;1;2024-04-07;2024-04-07
R01983;U1530;Ömer Ayşirin;Good For You Bornova;ChIJMeLTvQ99uRQRdON8739WwIo;4;2025-01-03;2025-01-03
R01984;U1757;Güneş Barokçu;Cafe Karayel;ChIJh1pMQi99uRQRzx7HFfc6j-U;4;2024-02-21;2024-02-21
R01985;U0155;Amelia Dubois;Thug coffee;ChIJu-fYYNB9uRQReN7u8BJj65U;4;2024-10-02;2024-10-02
R01986;U0214;Anastasia Patel;Capullocafe;ChIJZ_XRamh9uRQRqQjHhiz2ewY;3;2025-01-02;2025-01-02
R01987;U0130;İbrahim Aymutlu;Buckin Coffee Bornova;ChIJA89cZr99uRQRGiYJHbYwvZQ;3;2025-01-04;2025-01-04
R01988;U0448;Ramazan Aymelek;Müzikhane;ChIJIy2jCyV9uRQRyDPtkbPh3uE;3;2024-12-06;2024-12-06
R01989;U1287;Özge Ayşirin;Cafe Marsyas;ChIJeQxiT_J9uRQRKiyAx1s-4_s;4;2024-05-28;2024-05-28
R01990;U0730;Duygu Aytunç;Billionaire Roses;ChIJwTXZ3kl9uRQRZOK8DJYBHH4;3;2025-03-18;2025-03-18
R01991;U1677;Hatice Ayn;Kahve Madeni;ChIJR9hPCC99uRQRNwcFT7hRsSM;4;2025-02-10;2025-02-10
R01992;U1777;Ülker Ahmetoğlu;İzmirli Kahve Bornova Şubesi;ChIJF3dwAj59uRQRhZz6L3smDKw;4;2024-01-15;2024-01-15
R01993;U1962;Fatma Aykan;Fısıltı Cafe;ChIJk8SWDS99uRQRbxqPu_8wPjA;4;2024-11-01;2024-11-01
R01994;U1693;Yelda Aytimur;Cafe Bahane;ChIJpVcGLCF9uRQRI7hEtBj91Lg;4;2024-01-25;2024-01-25
R01995;U1229;Rabia Ayverdi;Cairo Coffee Roastery Bornova;ChIJk-ErS2p9uRQRR1Amn2dBMXk;4;2024-08-21;2024-08-21
R01996;U1923;Atakan Aykanlı;Cope of Coffee;ChIJUbrP7CV9uRQR7AubQ5ew9gQ;3;2024-06-03;2024-06-03
R01997;U0521;Atakan Ayhatun;Sapsal Kucukpark;ChIJ9RqXIvp9uRQRhkvLfU0PofQ;4;2024-09-16;2024-09-16
R01998;U1217;Tülin Aykol;Yongacı;ChIJA3P2RCB9uRQRWb3BCy0ZYvQ;4;2024-12-13;2024-12-13
R01999;U1343;Arda Baki;Cardiff Street Coffee;ChIJU2_JN_d9uRQRYC2DoLIq4Hs;3;2024-08-09;2024-08-09
R02000;U1059;Muhammed Baha;Cafe Portakal;ChIJA8RbiiZ9uRQRYjwkKXp8YHs;5;2024-10-09;2024-10-09
R02001;U0338;Yusuf Ayşit;Lus coffee;ChIJ3WpkXEl9uRQR_gwXfExhLTc;1;2025-01-04;2025-01-04
R02002;U0103;İpek Ayşın;Küçük Prens Cafeteria;ChIJ1eKKLvd9uRQRseryqhQiJzU;4;2025-02-16;2025-02-16
R02003;U0411;Güneş Aytekin;Suelo Coffee Company;ChIJd3aBnOh9uRQRuqJ5iQZ7Sl0;4;2025-02-04;2025-02-04
R02004;U1401;Ayhan Bakir;Bornova Coffy;ChIJJzclqcx9uRQR0sI1QUYH6kg;4;2024-03-30;2024-03-30
R02005;U1334;Aybars Baloğlu;Kalyan Nargile Evi;ChIJSzqj6iV9uRQR0cNqpZRtwO8;4;2025-03-11;2025-03-11
R02006;U1762;Abdullah Barışkan;Cardiff Street Coffee;ChIJU2_JN_d9uRQRYC2DoLIq4Hs;4;2024-01-11;2024-01-11
R02007;U0143;Fatıma Demir;Cake & Bake;ChIJecw2THp9uRQRfXwfsMsL-58;4;2024-08-13;2024-08-13
R02008;U0935;Zühal Ayşan;Cope of Coffee;ChIJUbrP7CV9uRQR7AubQ5ew9gQ;4;2024-05-03;2024-05-03
R02009;U1099;Gülbahar Aynaoğlu;Cozy Co.;ChIJZfG31ZF9uRQRgTACLCzNlNw;3;2025-01-01;2025-01-01
R02010;U1181;Gülşen Aykaç;Bonó Coffee Bakery;ChIJLcHnR159uRQRmFC1zzCm1fA;4;2024-01-20;2024-01-20
R02011;U1948;Burak Balcan;Çikolata & Kahvedükkanı;ChIJJ_ddfyZ9uRQRy8MCFRrKUB0;3;2024-01-20;2024-01-20
R02012;U1298;Ramazan Aydınoğlu;Tuck Coffee x Etc Küçükpark;ChIJJ_-qh919uRQRFTFSAUbTiUs;4;2025-02-16;2025-02-16
R02013;U1283;Natasha Kuznetsov;Cafe Karayel;ChIJh1pMQi99uRQRzx7HFfc6j-U;4;2024-06-13;2024-06-13
R02014;U1902;Ülker Ağar;Çukur cafe;ChIJy5ueput9uRQRrbM9BTw1pGg;4;2024-01-12;2024-01-12
R02015;U1679;Mia Esposito;Lis Bornova;ChIJEYCQR4l9uRQRTJaWsFFT0jU;4;2024-03-01;2024-03-01
R02016;U0751;Arif Adem;Resmo Roasting Company;ChIJeXk-lDZ9uRQR6jO9tjbFNss;4;2024-04-23;2024-04-23
R02017;U1749;Lars Williams;Bamteli Cafe;ChIJ76j-WS99uRQRUCKqVZjP1hs;3;2024-01-30;2024-01-30
R02018;U0672;Zeynur Demir;Sapsal Kucukpark;ChIJ9RqXIvp9uRQRhkvLfU0PofQ;4;2024-06-25;2024-06-25
R02019;U1186;Sena Ağır;Sapsal Kucukpark;ChIJ9RqXIvp9uRQRhkvLfU0PofQ;4;2024-01-20;2024-01-20
R02020;U1431;Damla Acun;+1 Down Kafe;ChIJr2W3YSZ9uRQRtM-qsJBnUew;3;2024-02-07;2024-02-07
R02021;U1970;Lin Meyer;Cohibba Coffee Hookah;ChIJ2aD0WyV9uRQRKv8JeE3dIzw;4;2024-03-27;2024-03-27
R02022;U0008;Carlos Sokolov;Günizi Cafe;ChIJfegr9AZiuRQRXwtK6P5foCY;3;2024-07-14;2024-07-14
R02023;U1492;Yuki Wilson;Cafe Bahane;ChIJpVcGLCF9uRQRI7hEtBj91Lg;3;2024-06-04;2024-06-04
R02024;U1483;Duru Aytunç;Çınar Evi;ChIJt1Zy-iZ9uRQR_vdJQyGTuak;4;2024-11-07;2024-11-07
R02025;U1336;Carlos Evans;Bornova Coffy;ChIJJzclqcx9uRQR0sI1QUYH6kg;4;2024-06-02;2024-06-02
R02026;U1021;Turgay Ahyan;Küçük Dükkan Coffee&Roastery;ChIJ91zutzl9uRQRP0CoHkmLvWo;1;2025-02-01;2025-02-01
R02027;U0910;Ali Çelik;1x ortaköy kumpircisi;ChIJOb3yk5N9uRQRSuuqS9gtd2I;2;2024-09-20;2024-09-20
R02028;U1137;Bjorn Davies;Ottoman Nargile Atölyesi Bornova;ChIJCcfl0SV9uRQR4A7Upi8FsjU;4;2024-07-05;2024-07-05
R02029;U0721;Şefika Ayşe;Pakari Coffee Bornova;ChIJN-CDe5h9uRQRmxBqiYvnMCM;3;2024-05-05;2024-05-05
R02030;U1078;Turgay Aynacı;Fısıltı Cafe;ChIJk8SWDS99uRQRbxqPu_8wPjA;3;2025-01-10;2025-01-10
R02031;U1811;Özge Ayışığı;Derin Cafe Patisserie;ChIJ0cgFxiB9uRQR3US9v4-qDCI;3;2024-07-03;2024-07-03
R02032;U1330;Aslan Azat;Parle Coffee;ChIJLZ9WMQB9uRQR9gZRQrbe35Y;4;2024-02-09;2024-02-09
R02033;U1980;Duygu Bahar;Fısıltı Cafe;ChIJk8SWDS99uRQRbxqPu_8wPjA;4;2024-01-01;2024-01-01
R02034;U1383;İbrahim Aykor;Cafe Portakal;ChIJA8RbiiZ9uRQRYjwkKXp8YHs;3;2024-04-17;2024-04-17
R02035;U0572;Kwame Garcia;Me and you bornova;ChIJs1L4VL99uRQRLiU7GcDe3kI;3;2024-11-22;2024-11-22
R02036;U1059;Muhammed Baha;Cafe Deyim;ChIJV0QqDC99uRQR2l08RJ8Q5-k;4;2025-01-04;2025-01-04
R02037;U0455;Min-ho Andreou;Lis Bornova;ChIJEYCQR4l9uRQRTJaWsFFT0jU;3;2024-05-30;2024-05-30
R02038;U0941;Fatma Azcan;Choconut Coffee;ChIJxZGKr1hjuRQR2Es196TrHMk;4;2024-03-06;2024-03-06
R02039;U1895;Yasin Baro;Cafe Friendzone 3rd Wave Coffee & Roastery;ChIJzQIahEp9uRQRG80hOSKwnp4;4;2024-05-07;2024-05-07
R02040;U0637;Rümeysa Afacan;Cafe Deyim;ChIJV0QqDC99uRQR2l08RJ8Q5-k;4;2025-02-10;2025-02-10
R02041;U0784;Giorgio Thomas;777 Coffee House;ChIJGaoqO3R9uRQR7RFRqkpWuLA;4;2024-05-17;2024-05-17
R02042;U1629;Ülkü Balkış;Liva Market;ChIJeY1VRS99uRQRwxvLveX7LN8;3;2025-02-17;2025-02-17
R02043;U1465;Elif Aymelek;Study Cafe;ChIJVzjPEdt9uRQR7geR2MHzrb4;4;2024-04-10;2024-04-10
R02044;U0216;Çınar Ahsen;Choconut Coffee;ChIJxZGKr1hjuRQR2Es196TrHMk;4;2024-07-08;2024-07-08
R02045;U1644;Batur Barlas;Chai Tea & Food;ChIJ48lhdiV9uRQRDwdTsfg6YSM;4;2025-03-07;2025-03-07
R02046;U1162;Zeynur Ahmetcan;Cafe Rezine;ChIJqyfQxiZ9uRQRrKe373iwm_Y;4;2024-05-25;2024-05-25
R02047;U1095;Çınar Ahsin;Cairo Coffee Roastery Bornova;ChIJk-ErS2p9uRQRR1Amn2dBMXk;4;2024-02-09;2024-02-09
R02048;U1528;Batur Baloğlu;Kasaba;ChIJz8WYeyV9uRQRos-YriUGPms;4;2025-03-22;2025-03-22
R02049;U1295;Batur Ayla;Resmo Roasting Company;ChIJeXk-lDZ9uRQR6jO9tjbFNss;4;2024-08-09;2024-08-09
R02050;U0500;Omar Chen;Kontrbus Coffee Co. Bornova;ChIJW2H44Bx9uRQRtCnFuvESEQk;5;2024-08-09;2024-08-09
R02051;U1849;Zeynur Aymirza;Yüzellidokuz Patisserie & Espresso;ChIJuZIa5nt9uRQR1R1JMpHHcmg;4;2024-07-01;2024-07-01
R02052;U0171;Yelda Adnan;Thug coffee;ChIJu-fYYNB9uRQReN7u8BJj65U;4;2024-09-27;2024-09-27
R02053;U1736;Hande Ahat;Leo's Coffee & Kruvasan;ChIJoZREzf19uRQR0VFmvpAOx8E;4;2024-11-12;2024-11-12
R02054;U1588;Anastasia Pappas;Sapsal Kucukpark;ChIJ9RqXIvp9uRQRhkvLfU0PofQ;3;2024-02-23;2024-02-23
R02055;U0197;Rabia Aykoç;Yüzellidokuz Patisserie & Espresso;ChIJuZIa5nt9uRQR1R1JMpHHcmg;4;2024-03-13;2024-03-13
R02056;U1090;Duru Yılmaz;Borbeen Coffee;ChIJ_31bRS99uRQRoAt5_vtPQtM;4;2025-02-27;2025-02-27
R02057;U1210;Chen Anderson;Bee Coffee;ChIJr3C8GLV9uRQRzs9cKsTcuEU;1;2025-04-01;2025-04-01
R02058;U0203;Leyla Aykanlı;Line Coffee Company - Bornova;ChIJgzTrlbh9uRQR-g7osUbUQVo;4;2024-12-02;2024-12-02
R02059;U0998;Vedat Ahsenullah;Early Coffee & Roastery;ChIJlYN3_lJ9uRQR78RfGHB3rvA;4;2024-07-23;2024-07-23
R02060;U0367;Yeşim Barlık;777 Coffee House;ChIJGaoqO3R9uRQR7RFRqkpWuLA;3;2024-03-27;2024-03-27
R02061;U1262;Güneş Ayveren;Yüzellidokuz Patisserie & Espresso;ChIJuZIa5nt9uRQR1R1JMpHHcmg;3;2024-05-28;2024-05-28
R02062;U0731;Merve Şahin;Cozy Co.;ChIJZfG31ZF9uRQRgTACLCzNlNw;4;2024-01-12;2024-01-12
R02063;U0588;Hatice Ayşın;Çukur cafe;ChIJy5ueput9uRQRrbM9BTw1pGg;4;2025-01-13;2025-01-13
R02064;U1428;Çağla Ayveroğlu;Liva Market;ChIJeY1VRS99uRQRwxvLveX7LN8;3;2024-04-02;2024-04-02
R02065;U0856;Arda Afacan;Robust Coffee Shop - Küçükpark;ChIJS58z9Al9uRQRK21Nw_7qgw8;3;2024-09-19;2024-09-19
R02066;U0957;Antonio Ivanov;Limon Kahve;ChIJ7_9thTp9uRQRDkDPBtcbbkY;3;2024-07-11;2024-07-11
R02067;U0052;Muhammed Ayşıl;Cake & Bake;ChIJecw2THp9uRQRfXwfsMsL-58;3;2024-03-10;2024-03-10
R02068;U1641;Doruk Aytürk;Çikolata & Kahvedükkanı;ChIJJ_ddfyZ9uRQRy8MCFRrKUB0;3;2024-04-12;2024-04-12
R02069;U1535;Zübeyde Ahyan;Kültür Büfe;ChIJCXmtFy59uRQRvuTzs8uNZBI;1;2025-02-10;2025-02-10
R02070;U0287;Zehra Barokçu;PASLI café;ChIJc6g2oZN9uRQRyTay3EL86zU;4;2024-11-09;2024-11-09
R02071;U1530;Ömer Ayşirin;Cafe Deyim;ChIJV0QqDC99uRQR2l08RJ8Q5-k;4;2024-01-14;2024-01-14
R02072;U0110;Lakshmi Dubois;Cafe Deyim;ChIJV0QqDC99uRQR2l08RJ8Q5-k;4;2024-02-16;2024-02-16
R02073;U0274;Merve Bala;Baccy;ChIJ26AikiV9uRQRu5i6vV4SyEQ;4;2024-10-01;2024-10-01
R02074;U1644;Batur Barlas;Being Coffee;ChIJ8TxVmCZ9uRQR8nECmZDM7Ek;4;2024-08-05;2024-08-05
R02075;U0709;Liam Wagner;Good For You Bornova;ChIJMeLTvQ99uRQRdON8739WwIo;4;2024-08-27;2024-08-27
R02076;U0908;Zühal Ahmetcan;Choconut Coffee;ChIJxZGKr1hjuRQR2Es196TrHMk;5;2024-02-19;2024-02-19
R02077;U0447;Selma Barlas;+1 Down Kafe;ChIJr2W3YSZ9uRQRtM-qsJBnUew;4;2024-10-13;2024-10-13
R02078;U1298;Ramazan Aydınoğlu;Staff Pub;ChIJ4YRVkvp9uRQREGGpztb4Io0;4;2024-04-20;2024-04-20
R02079;U0827;Samet Ağtaş;El Manu Mental;ChIJweXBSaJ9uRQRSGzxL96w-SA;1;2024-05-21;2024-05-21
R02080;U0301;Özge Ayşün;Brew Mood Coffee & Tea;ChIJ7YDYaS99uRQRedw6srQI8e4;4;2024-09-17;2024-09-17
R02081;U1940;Aşkın Ayman;Pakari Coffee Bornova;ChIJN-CDe5h9uRQRmxBqiYvnMCM;3;2024-04-12;2024-04-12
R02082;U0336;Ryu Singh;1x ortaköy kumpircisi;ChIJOb3yk5N9uRQRSuuqS9gtd2I;4;2024-09-23;2024-09-23
R02083;U0081;Andreas Wagner;Kahve Aşkına;ChIJK4DUhyV9uRQRz49rqVmb-do;4;2024-02-10;2024-02-10
R02084;U0452;Turgay Ayveroğlu;REEF COFFEE;ChIJ41LSorl9uRQRh1HfxvB7qTY;4;2024-11-19;2024-11-19
R02085;U1423;Reyhan Barışcan;Bukalemoon;ChIJEdiY3SV9uRQRhLYPqeSP11I;4;2024-04-16;2024-04-16
R02086;U0353;Havva Çelik;Cafe Karayel;ChIJh1pMQi99uRQRzx7HFfc6j-U;3;2024-01-20;2024-01-20
R02087;U1554;Eylül Ahyan;Hoppa Lounge;ChIJ07glIlh9uRQRXoYxKeT0ef8;4;2024-09-05;2024-09-05
R02088;U0807;Batur Aydınlı;REEF COFFEE;ChIJ41LSorl9uRQRh1HfxvB7qTY;4;2024-04-05;2024-04-05
R02089;U0007;Çınar Ayışığıoğlu;Quie Coffee;ChIJgbv9F4h9uRQRPDIz1q_oyBw;4;2024-02-13;2024-02-13
R02090;U1381;Aykut Adnan;Vento Caffe;ChIJo8B_jSV9uRQR8BaIHF-Rz5Y;4;2024-08-24;2024-08-24
R02091;U0942;Gözde Afacan;Yüzellidokuz Patisserie & Espresso;ChIJuZIa5nt9uRQR1R1JMpHHcmg;3;2024-06-02;2024-06-02
R02092;U1121;Ebru Barışkın;+1 Down Kafe;ChIJr2W3YSZ9uRQRtM-qsJBnUew;4;2024-10-15;2024-10-15
R02093;U1027;Anastasia Kim;Luci Caffé Pasticceria;ChIJpfmYGiZ9uRQRt9pVSvt-xa4;4;2024-09-06;2024-09-06
R02094;U0415;Sude Şahin;Kültür Büfe;ChIJCXmtFy59uRQRvuTzs8uNZBI;3;2024-08-15;2024-08-15
R02095;U1046;Pavel Jung;Kün Coffee;ChIJTWn7cAB9uRQR2BfjsR6F63I;1;2024-08-06;2024-08-06
R02096;U0103;İpek Ayşın;Zeytin çay evi;ChIJ-zQw7NZ9uRQR7FxV6VY_pkA;4;2024-01-27;2024-01-27
R02097;U1458;Yasemin Aynaoğlu;Berlin Coffee Shop Bornova;ChIJS8HEOPJ9uRQR7_1Su6u-WuM;4;2024-12-24;2024-12-24
R02098;U1793;Bjorn Wójcik;Liva Market;ChIJeY1VRS99uRQRwxvLveX7LN8;3;2024-07-26;2024-07-26
R02099;U1725;Nur Ayşenur;Cafe Bahane;ChIJpVcGLCF9uRQRI7hEtBj91Lg;5;2024-07-01;2024-07-01
R02100;U0486;Lakshmi Mueller;Derin Cafe Patisserie;ChIJ0cgFxiB9uRQR3US9v4-qDCI;3;2024-06-23;2024-06-23
R02101;U0094;Dmitri Sato;Grissini Cafe / Patisserie;ChIJ_6EaOCR9uRQR92n3LENvHWs;4;2024-03-04;2024-03-04
R02102;U0801;Gülşen Aykutlu;Kültür Büfe;ChIJCXmtFy59uRQRvuTzs8uNZBI;4;2024-05-27;2024-05-27
R02103;U0119;Nilay Azay;Kalyan Nargile Evi;ChIJSzqj6iV9uRQR0cNqpZRtwO8;5;2025-03-18;2025-03-18
R02104;U0963;Rabia Azar;Billionaire Roses;ChIJwTXZ3kl9uRQRZOK8DJYBHH4;3;2024-01-08;2024-01-08
R02105;U1184;Ümit Aykutsoy;Shake it Get fit;ChIJCdxF-At9uRQRtKhY67hskks;4;2024-03-01;2024-03-01
R02106;U0321;Yıldız Aytürk;Cardiff Street Coffee;ChIJU2_JN_d9uRQRYC2DoLIq4Hs;3;2024-03-21;2024-03-21
R02107;U0141;Turgay Ağan;Cake & Bake;ChIJecw2THp9uRQRfXwfsMsL-58;4;2024-01-30;2024-01-30
R02108;U0039;Doğan Ahyan;Komşu Kahve;ChIJ_cFJ5759uRQR7urchslhve4;4;2025-02-22;2025-02-22
R02109;U1801;Arın Aytunç;Bornova Coffy;ChIJJzclqcx9uRQR0sI1QUYH6kg;3;2024-11-18;2024-11-18
R02110;U0836;Ümit Azra;Hedera Cafe;ChIJH2rlx619uRQR6qjTTAr7OGU;3;2024-11-30;2024-11-30
R02111;U0382;Alper Adem;Otantic Cafe;ChIJSWT0Vi99uRQRzupf_yK7_68;4;2025-03-26;2025-03-26
R02112;U0715;Andaç Balkan;Cafe Marsyas;ChIJeQxiT_J9uRQRKiyAx1s-4_s;4;2024-12-01;2024-12-01
R02113;U1605;Yuki Rossi;Cafe Deyim;ChIJV0QqDC99uRQR2l08RJ8Q5-k;3;2024-11-01;2024-11-01
R02114;U0489;Hatice Azay;Küçük Dükkan Coffee&Roastery;ChIJ91zutzl9uRQRP0CoHkmLvWo;3;2024-05-06;2024-05-06
R02115;U0394;Yeşim Aylin;CAFE ADALİSA;ChIJ_TCNqcV9uRQRYqiSIRqbO3s;4;2024-10-18;2024-10-18
R02116;U1466;Zehra Baloğlu;Resmo Roasting Company;ChIJeXk-lDZ9uRQR6jO9tjbFNss;3;2024-04-04;2024-04-04
R02117;U0967;Sena Azay;İs Cafe Fırın;ChIJ1_VEW4h9uRQRi-Jqj5qOUd4;3;2024-05-14;2024-05-14
R02118;U1481;Mia Zhang;Cairo Coffee Roastery Bornova;ChIJk-ErS2p9uRQRR1Amn2dBMXk;4;2024-10-02;2024-10-02
R02119;U1268;Nalan Ayşün;Luci Caffé Pasticceria;ChIJpfmYGiZ9uRQRt9pVSvt-xa4;4;2024-02-15;2024-02-15
R02120;U0628;Zühal Ayözdemir;Starbucks;ChIJVfjakiV9uRQRWMG4XRuFloc;3;2024-06-15;2024-06-15
R02121;U0079;Gabriela Kim;Twin Coffee;ChIJE6yFBNt9uRQR8L0g8r9gPrM;3;2024-01-16;2024-01-16
R02122;U0841;Lakshmi Liu;Shake it Get fit;ChIJCdxF-At9uRQRtKhY67hskks;4;2024-08-24;2024-08-24
R02123;U0557;Selma Ağar;Parle Coffee;ChIJLZ9WMQB9uRQR9gZRQrbe35Y;4;2024-01-04;2024-01-04
R02124;U0171;Yelda Adnan;Kallavi Cafe&Nargile;ChIJZePwgyZ9uRQR7TX-eE9tTxU;4;2024-08-26;2024-08-26
R02125;U0943;Soo-jin Esposito;Cardiff Street Coffee;ChIJU2_JN_d9uRQRYC2DoLIq4Hs;4;2024-11-25;2024-11-25
R02126;U1439;Süreyya Acun;Billionaire Roses;ChIJwTXZ3kl9uRQRZOK8DJYBHH4;4;2024-07-17;2024-07-17
R02127;U1910;Ali Barlıkçı;Kallavi Cafe&Nargile;ChIJZePwgyZ9uRQR7TX-eE9tTxU;3;2024-07-26;2024-07-26
R02128;U0155;Amelia Dubois;Bonó Coffee Bakery;ChIJLcHnR159uRQRmFC1zzCm1fA;3;2024-03-07;2024-03-07
R02129;U0009;Magnus Weber;Nora Coffee More;ChIJATzVrcR9uRQRQNVIiRxzPmA;3;2024-12-30;2024-12-30
R02130;U0613;Akın Aydıncan;Bolivia Coffee - KüçükPark;ChIJdcBT02p9uRQRk6bR_vG2SQw;1;2024-05-15;2024-05-15
R02131;U0819;Rabia Ayşan;Yüzellidokuz Patisserie & Espresso;ChIJuZIa5nt9uRQR1R1JMpHHcmg;4;2024-02-15;2024-02-15
R02132;U1459;Wei Brown;Borbeen Coffee;ChIJ_31bRS99uRQRoAt5_vtPQtM;4;2025-03-07;2025-03-07
R02133;U0967;Sena Azay;Masha Lounge Nargile Molası;ChIJ-7ClKjB9uRQReSzgpZSpflQ;4;2024-08-23;2024-08-23
R02134;U1635;Katarina Petit;Bee Coffee;ChIJr3C8GLV9uRQRzs9cKsTcuEU;3;2024-12-06;2024-12-06
R02135;U0266;Yuna Evans;Grissini Cafe / Patisserie;ChIJ_6EaOCR9uRQR92n3LENvHWs;3;2024-07-13;2024-07-13
R02136;U0249;Muhammed Afer;Vitamin Cafe;ChIJGb1GkCZ9uRQRjQAwx5lenU8;4;2024-08-09;2024-08-09
R02137;U1694;Diego Choi;Gua Coffee Company Bornova;ChIJb_P1RsZ9uRQRIPdnE8tWcoE;3;2024-04-05;2024-04-05
R02138;U0091;Nazlı Ayözge;The Doors Coffee;ChIJTUPkJcZ9uRQR0rHZMAad0qk;4;2024-08-30;2024-08-30
R02139;U1133;Ramazan Balkır;Down Kafe;ChIJLfod9SZ9uRQRPWsngI8gAe8;3;2024-12-23;2024-12-23
R02140;U1147;Alexander Robert;Destina Life;ChIJ6SqBgyZ9uRQRTOkFIC2-9To;4;2024-02-21;2024-02-21
R02141;U1582;Didem Adnan;Vitamin Cafe;ChIJGb1GkCZ9uRQRjQAwx5lenU8;4;2024-08-26;2024-08-26
